epoch,loss,node_mse,flux_mse,conductance_mse
1.0,0.7688060402870178,0.002223500283434987,0.7665825486183167,0.3897799551486969
10.0,0.7676873803138733,0.002204780001193285,0.7654826045036316,0.3894413411617279
20.0,0.7675168514251709,0.002206070115789771,0.7653107643127441,0.3892921209335327
30.0,0.7675281763076782,0.002206653356552124,0.7653215527534485,0.38928624987602234
40.0,0.7675275206565857,0.002205316908657551,0.765322208404541,0.38931727409362793
50.0,0.767520546913147,0.002206325065344572,0.7653142213821411,0.38928866386413574
60.0,0.7675172090530396,0.002205666620284319,0.7653115391731262,0.3893018364906311
70.0,0.7675162553787231,0.0022059916518628597,0.7653102874755859,0.38929352164268494
80.0,0.7675159573554993,0.0022058156318962574,0.7653101682662964,0.38929757475852966
90.0,0.7675158977508545,0.0022059124894440174,0.7653099894523621,0.38929519057273865
100.0,0.7675159573554993,0.0022058519534766674,0.7653101086616516,0.38929659128189087
110.0,0.7675159573554993,0.002205892466008663,0.7653100490570068,0.38929566740989685
120.0,0.7675158381462097,0.0022058645263314247,0.7653099894523621,0.389296293258667
130.0,0.767516016960144,0.0022058826871216297,0.7653101086616516,0.3892958164215088
140.0,0.7675158977508545,0.0022058719769120216,0.7653100490570068,0.3892960846424103
150.0,0.7675159573554993,0.0022058773320168257,0.7653101086616516,0.3892959654331207
160.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959952354431
170.0,0.7675159573554993,0.002205875236541033,0.7653101086616516,0.3892960548400879
180.0,0.7675158381462097,0.002205876400694251,0.7653099894523621,0.3892959654331207
190.0,0.7675159573554993,0.0022058754693716764,0.7653101086616516,0.3892960548400879
200.0,0.7675158381462097,0.00220587570220232,0.7653099894523621,0.3892959654331207
210.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
220.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959952354431
230.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
240.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
250.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
260.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
270.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
280.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
290.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
300.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
310.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
320.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
330.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
340.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
350.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
360.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
370.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
380.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
390.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
400.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
410.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
420.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
430.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
440.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
450.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
460.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
470.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
480.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
490.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
500.0,0.7675159573554993,0.00220587570220232,0.7653101086616516,0.3892959654331207
