strategy,observed_count,observed_fraction,repeat,rank,beta,sigma_min,sigma_min_nonzero,condition_number,noise_amplification,noiseless_relative_error,noisy_ls_relative_error,noisy_ridge_relative_error
random,13,0.52,3,9,10,1.144794430253393e-16,0.26100200107412436,inf,inf,0.22638406990776758,0.28419574483923793,0.26162838247239273
tree_first,13,0.52,4,9,10,7.048595105712081e-17,0.30160296933376,inf,inf,0.017438505739254224,0.04925466121452815,0.09256532825794984
chord_first,13,0.52,4,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.1568000269116369,0.16142290501049542
rank_greedy,13,0.52,4,10,10,0.38233561806031563,0.38233561806031563,2.615503114968076,2.615503114968076,7.417752229561566e-15,0.12223147249347688,0.11427306579278525
random,13,0.52,4,9,10,7.843414712394084e-17,0.3071206902831366,inf,inf,0.22638406990776716,0.2563373633248881,0.2523260408710829
tree_first,13,0.52,5,9,10,7.048595105712081e-17,0.30160296933376,inf,inf,0.017438505739254224,0.12372280392192862,0.10936420229339186
chord_first,13,0.52,5,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.16288487265030407,0.14097461507464612
rank_greedy,13,0.52,5,10,10,0.38233561806031563,0.38233561806031563,2.615503114968076,2.615503114968076,7.417752229561566e-15,0.12405236308533704,0.1276992756067703
random,13,0.52,5,10,10,0.21571814429831854,0.21571814429831854,4.63567866881467,4.635678668814669,9.403366184867352e-15,0.21134780010993254,0.0707758003462288
tree_first,13,0.52,6,9,10,7.048595105712081e-17,0.30160296933376,inf,inf,0.017438505739254224,0.0877334939360077,0.05224918658447023
chord_first,13,0.52,6,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.08215092702496285,0.09103142813640189
rank_greedy,13,0.52,6,10,10,0.38233561806031563,0.38233561806031563,2.615503114968076,2.615503114968076,7.417752229561566e-15,0.10962589850458239,0.10745166045619249
random,13,0.52,6,10,10,0.23468210511550366,0.23468210511550366,4.261083304616813,4.26108330461681,6.564413678897588e-15,0.11396622154295437,0.16172371521709433
tree_first,13,0.52,7,9,10,7.048595105712081e-17,0.30160296933376,inf,inf,0.017438505739254224,0.07120966955593981,0.09388050970318883
chord_first,13,0.52,7,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.09766949750987612,0.08985668872907636
rank_greedy,13,0.52,7,10,10,0.38233561806031563,0.38233561806031563,2.615503114968076,2.615503114968076,7.417752229561566e-15,0.11064788848382055,0.11443179512336382
random,13,0.52,7,10,10,0.18914726492776637,0.18914726492776637,5.2868858578626075,5.2868858578626075,1.106803823695384e-14,0.23662734235381563,0.29926406960050067
tree_first,14,0.56,0,9,10,9.931819388328676e-17,0.32793580081948237,inf,inf,0.01743850573925427,0.09007320496355764,0.06654117326882968
chord_first,14,0.56,0,10,10,0.3847000533553369,0.3847000533553369,2.5994277652889433,2.5994277652889415,7.218370944155616e-15,0.1352599760132081,0.12315398270052359
rank_greedy,14,0.56,0,10,10,0.4275560885801521,0.4275560885801521,2.3388744230513625,2.3388744230513616,7.602190853377213e-15,0.0805879458816489,0.08037652457548686
random,14,0.56,0,9,10,1.4430976774763474e-16,0.3526209754352593,inf,inf,0.44227956680982866,0.447876279973201,0.4487852719383975
tree_first,14,0.56,1,9,10,9.931819388328676e-17,0.32793580081948237,inf,inf,0.01743850573925427,0.2026427145048032,0.23005041386734276
chord_first,14,0.56,1,10,10,0.3847000533553369,0.3847000533553369,2.5994277652889433,2.5994277652889415,7.218370944155616e-15,0.11308010651574167,0.11547206814882735
rank_greedy,14,0.56,1,10,10,0.4275560885801521,0.4275560885801521,2.3388744230513625,2.3388744230513616,7.602190853377213e-15,0.07609074671333527,0.06978237896726557
random,14,0.56,1,9,10,6.933468406244273e-17,0.3358610709529346,inf,inf,0.22638406990776735,0.24642102409032066,0.24923924258930352
tree_first,14,0.56,2,9,10,9.931819388328676e-17,0.32793580081948237,inf,inf,0.01743850573925427,0.06200087043884034,0.0809518695830413
chord_first,14,0.56,2,10,10,0.3847000533553369,0.3847000533553369,2.5994277652889433,2.5994277652889415,7.218370944155616e-15,0.12877928472766834,0.09909477312089479
rank_greedy,14,0.56,2,10,10,0.4275560885801521,0.4275560885801521,2.3388744230513625,2.3388744230513616,7.602190853377213e-15,0.08305646166695421,0.07302640569829784
random,14,0.56,2,10,10,0.35052668633505174,0.35052668633505174,2.852849837071029,2.852849837071029,1.1901544219379135e-14,0.06657539821491609,0.06918740248337421
tree_first,14,0.56,3,9,10,9.931819388328676e-17,0.32793580081948237,inf,inf,0.01743850573925427,0.07903407482662382,0.06580298965626942
chord_first,14,0.56,3,10,10,0.3847000533553369,0.3847000533553369,2.5994277652889433,2.5994277652889415,7.218370944155616e-15,0.07127879570905699,0.08174307136541059
rank_greedy,14,0.56,3,10,10,0.4275560885801521,0.4275560885801521,2.3388744230513625,2.3388744230513616,7.602190853377213e-15,0.09414153565416279,0.0873529351058908
random,14,0.56,3,10,10,0.33536973167915507,0.33536973167915507,2.981783701806133,2.9817837018061315,7.310841799453369e-15,0.06942711509358249,0.07439137161641679
tree_first,14,0.56,4,9,10,9.931819388328676e-17,0.32793580081948237,inf,inf,0.01743850573925427,0.06765833536896665,0.0835207153949458
chord_first,14,0.56,4,10,10,0.3847000533553369,0.3847000533553369,2.5994277652889433,2.5994277652889415,7.218370944155616e-15,0.08696107334298853,0.09963699208625681
rank_greedy,14,0.56,4,10,10,0.4275560885801521,0.4275560885801521,2.3388744230513625,2.3388744230513616,7.602190853377213e-15,0.08709938908148977,0.09497550376666795
random,14,0.56,4,9,10,7.15121422705246e-17,0.3044756514625939,inf,inf,0.09459443535045685,0.11683512188149511,0.11070279596553607
tree_first,14,0.56,5,9,10,9.931819388328676e-17,0.32793580081948237,inf,inf,0.01743850573925427,0.08320198606441667,0.06396164441625599
chord_first,14,0.56,5,10,10,0.3847000533553369,0.3847000533553369,2.5994277652889433,2.5994277652889415,7.218370944155616e-15,0.10982354656852608,0.09554218658891456
rank_greedy,14,0.56,5,10,10,0.4275560885801521,0.4275560885801521,2.3388744230513625,2.3388744230513616,7.602190853377213e-15,0.06758926733928781,0.05806535209951555
random,14,0.56,5,9,10,6.648515331846713e-17,0.3117005720405793,inf,inf,0.06342236699931014,0.12282555711759387,0.13514413461378963
tree_first,14,0.56,6,9,10,9.931819388328676e-17,0.32793580081948237,inf,inf,0.01743850573925427,0.0742109484700941,0.10021039132983817
chord_first,14,0.56,6,10,10,0.3847000533553369,0.3847000533553369,2.5994277652889433,2.5994277652889415,7.218370944155616e-15,0.09363696997145785,0.09556438192588543
rank_greedy,14,0.56,6,10,10,0.4275560885801521,0.4275560885801521,2.3388744230513625,2.3388744230513616,7.602190853377213e-15,0.10936276295851732,0.09889793845686273
random,14,0.56,6,10,10,0.22434070557265404,0.22434070557265404,4.457505816643447,4.457505816643446,7.114745386471578e-15,0.08911992796133768,0.09156145792318092
tree_first,14,0.56,7,9,10,9.931819388328676e-17,0.32793580081948237,inf,inf,0.01743850573925427,0.03495445498114797,0.05682399510091288
chord_first,14,0.56,7,10,10,0.3847000533553369,0.3847000533553369,2.5994277652889433,2.5994277652889415,7.218370944155616e-15,0.1150804677238979,0.09496736993986461
rank_greedy,14,0.56,7,10,10,0.4275560885801521,0.4275560885801521,2.3388744230513625,2.3388744230513616,7.602190853377213e-15,0.08656224047449214,0.08457927241297741
random,14,0.56,7,10,10,0.3591478226641725,0.3591478226641725,2.7843688222358165,2.784368822235817,7.831598520157533e-15,0.049465533543453385,0.06885124311085304
tree_first,15,0.6,0,10,10,0.32325439560621466,0.32325439560621466,2.995215762112064,3.093538753354464,6.771222831074185e-15,0.10233814240753432,0.13483321087295838
chord_first,15,0.6,0,10,10,0.38776159191468884,0.38776159191468884,2.578904205190105,2.5789042051901037,7.704059881267025e-15,0.06657565966851499,0.0622832341873478
rank_greedy,15,0.6,0,10,10,0.4917450155005102,0.4917450155005102,2.033574247788106,2.033574247788105,7.0510088608928765e-15,0.09059176269925666,0.09747799833439424
random,15,0.6,0,10,10,0.3783807213899156,0.3783807213899156,2.642840777740141,2.642840777740141,7.0773996632678045e-15,0.07267052941704087,0.0875296874445825
tree_first,15,0.6,1,10,10,0.32325439560621466,0.32325439560621466,2.995215762112064,3.093538753354464,6.771222831074185e-15,0.03151727455714218,0.04753409315299811
chord_first,15,0.6,1,10,10,0.38776159191468884,0.38776159191468884,2.578904205190105,2.5789042051901037,7.704059881267025e-15,0.08820633506864535,0.103247962952074
rank_greedy,15,0.6,1,10,10,0.4917450155005102,0.4917450155005102,2.033574247788106,2.033574247788105,7.0510088608928765e-15,0.10112632302532729,0.10385405352436904
random,15,0.6,1,10,10,0.4276220283176464,0.4276220283176464,2.3385137663141617,2.338513766314161,7.316319190844607e-15,0.07568553287663929,0.08001425305472061
tree_first,15,0.6,2,10,10,0.32325439560621466,0.32325439560621466,2.995215762112064,3.093538753354464,6.771222831074185e-15,0.11808119071772118,0.11900555589527842
chord_first,15,0.6,2,10,10,0.38776159191468884,0.38776159191468884,2.578904205190105,2.5789042051901037,7.704059881267025e-15,0.08863989675716878,0.09371616484549927
rank_greedy,15,0.6,2,10,10,0.4917450155005102,0.4917450155005102,2.033574247788106,2.033574247788105,7.0510088608928765e-15,0.08752053784498522,0.07189208430624001
random,15,0.6,2,9,10,5.937655674843895e-17,0.5078391315955979,inf,inf,0.22638406990776702,0.24068131702812098,0.24352104520846649
tree_first,15,0.6,3,10,10,0.32325439560621466,0.32325439560621466,2.995215762112064,3.093538753354464,6.771222831074185e-15,0.10676090540175692,0.10020572422936393
chord_first,15,0.6,3,10,10,0.38776159191468884,0.38776159191468884,2.578904205190105,2.5789042051901037,7.704059881267025e-15,0.11028629036423417,0.09593208867455708
rank_greedy,15,0.6,3,10,10,0.4917450155005102,0.4917450155005102,2.033574247788106,2.033574247788105,7.0510088608928765e-15,0.1173208445182853,0.11675428044570717
random,15,0.6,3,10,10,0.28831051228130494,0.28831051228130494,3.468482616493356,3.4684826164933544,1.0579499227470698e-14,0.12689314453080366,0.1293347959046176
tree_first,15,0.6,4,10,10,0.32325439560621466,0.32325439560621466,2.995215762112064,3.093538753354464,6.771222831074185e-15,0.08263832121079603,0.0774232012166694
chord_first,15,0.6,4,10,10,0.38776159191468884,0.38776159191468884,2.578904205190105,2.5789042051901037,7.704059881267025e-15,0.14985231487982326,0.12324987067424202
rank_greedy,15,0.6,4,10,10,0.4917450155005102,0.4917450155005102,2.033574247788106,2.033574247788105,7.0510088608928765e-15,0.07944109047549362,0.0826640542916989
random,15,0.6,4,10,10,0.32051670391365944,0.32051670391365944,3.1199621978808936,3.119962197880892,8.13498828376885e-15,0.09795284640024012,0.08886785026277899
tree_first,15,0.6,5,10,10,0.32325439560621466,0.32325439560621466,2.995215762112064,3.093538753354464,6.771222831074185e-15,0.1404630810932755,0.17317104338981062
